epoch,train_loss,mAcc,OA,lr,val_macro_IOU,val_micro_IOU,val_precision,val_recall,val_F1
1,4.634318149963451,0.16876981149968115,0.140444992626898,0.00010000900000000001,0.046574342995882034,0.07552613317966461,0.14255481958389282,0.16876982152462006,0.09804307669401169
2,1.5950583061709753,0.145327054316895,0.19618751584064884,0.00020000800000000003,0.039645712822675705,0.1087626963853836,0.18803077936172485,0.14532706141471863,0.20560216903686523
3,1.2987948269286054,0.3036154686995734,0.268411514135619,0.00030000700000000003,0.15415184199810028,0.15500883758068085,0.38792160153388977,0.3036154806613922,0.25991132855415344
4,0.9267296667781,0.3462382368388058,0.4183997776548927,0.00040000600000000006,0.18751345574855804,0.2645420432090759,0.3407040536403656,0.34623825550079346,0.3500348627567291
5,0.8405697104074149,0.3126132152717622,0.382928964770397,0.0005000050000000001,0.13949552178382874,0.2368040531873703,0.27748245000839233,0.31261321902275085,0.2613953649997711
6,0.8283497772881889,0.1738355696110456,0.12155537890832009,0.0006000040000000001,0.05064849182963371,0.06471065431833267,0.23862947523593903,0.17383556067943573,0.09350811690092087
7,0.9365991138397379,0.1882153255529138,0.2754278415243888,0.0007000030000000001,0.08466032147407532,0.1597079187631607,0.3348708152770996,0.18821533024311066,0.1412014365196228
8,1.0058760780391964,0.16593376082144443,0.13450114916706987,0.0008000020000000002,0.047639261931180954,0.07209929078817368,0.2124452441930771,0.1659337729215622,0.08651385456323624
9,0.8850436642871681,0.15399529510927454,0.1869243364208198,0.0009000010000000002,0.04243854060769081,0.10309792309999466,0.07172200828790665,0.15399529039859772,0.11129788309335709
10,1.9591506033360817,0.18295282271937766,0.23536036036036037,0.0009945369001834515,0.06558419018983841,0.133375883102417,0.12498446553945541,0.18295282125473022,0.10965239256620407
11,1.7785639042831765,0.18290344860613036,0.2306801686597083,0.00099339472571829,0.0662781372666359,0.1303778737783432,0.20360057055950165,0.182903453707695,0.22366076707839966
12,1.529866444585453,0.16460551293185302,0.20885643475956775,0.0009921457902821577,0.05307242274284363,0.11660508066415787,0.2006685584783554,0.164605513215065,0.2719481587409973
13,1.4981404517559296,0.18821160591641806,0.19588222333586783,0.0009907906416994146,0.06475633382797241,0.10857507586479187,0.17987312376499176,0.1882116049528122,0.22380751371383667
14,1.4235194233856021,0.18845029852100945,0.24901643971337065,0.0009893298743830167,0.0650717094540596,0.14221517741680145,0.1462993323802948,0.18845029175281525,0.21718788146972656
15,1.3677615341565288,0.1860318469568769,0.2467728278150273,0.0009877641290737885,0.06544547528028488,0.14075347781181335,0.3301928639411926,0.18603183329105377,0.16272097826004028
16,1.2989176254605006,0.15829622814713604,0.20945909944471325,0.0009860940925593704,0.05426908656954765,0.1169809103012085,0.10226627439260483,0.15829622745513916,0.2786220908164978
17,1.199240223172145,0.17207956911532665,0.23337379899080665,0.000984320497372973,0.05242617800831795,0.1321014016866684,0.2232019454240799,0.17207956314086914,0.1297849714756012
18,1.1043765633664233,0.1639060815760279,0.2171295736273358,0.0009824441214720627,0.05843263864517212,0.12178651243448257,0.2577584385871887,0.16390608251094818,0.1165972575545311
19,1.1562727782743196,0.1608841122817001,0.20292339174212576,0.0009804657878971252,0.04802970215678215,0.11291860789060593,0.26899173855781555,0.16088411211967468,0.11444658786058426
20,1.093557578240726,0.1639341285685906,0.22229650526485564,0.0009783863644106502,0.03996044024825096,0.1250470131635666,0.20364291965961456,0.163934126496315,0.0971212163567543
21,1.005983825764194,0.1535024435626157,0.1182936453077118,0.000976206763116505,0.043631087988615036,0.06286509335041046,0.12452098727226257,0.1535024493932724,0.11847974359989166
22,0.9909588819981748,0.15665365948138474,0.20183506716435104,0.0009739279400598532,0.0389985628426075,0.11224502325057983,0.23629100620746613,0.15665365755558014,0.0789298266172409
23,0.9869072374581727,0.17601178886271082,0.14104297712034286,0.0009715508948078037,0.04210987687110901,0.07587210088968277,0.19648022949695587,0.1760118007659912,0.07726618647575378
24,0.9848663475778368,0.1614014416856101,0.03964410382249257,0.0009690766700109659,0.018626859411597252,0.02022291161119938,0.18056906759738922,0.1614014357328415,0.035222623497247696
25,1.0635897245249286,0.14483736541948872,0.16158793864196677,0.0009665063509461097,0.05192756652832031,0.08789538592100143,0.14656038582324982,0.1448373645544052,0.11432979255914688
26,1.0074688686546704,0.18538972333540482,0.15019923216054928,0.0009638410650401267,0.056774403899908066,0.08119751513004303,0.18597650527954102,0.18538974225521088,0.1042785719037056
27,0.9796260998322327,0.17132461270191435,0.2030263559595401,0.0009610819813755038,0.05595291033387184,0.112982377409935,0.18846876919269562,0.17132461071014404,0.09770182520151138
28,1.186713792471739,0.23997976834479492,0.19812223508674914,0.000958230310177525,0.07541704922914505,0.10995320230722427,0.21662573516368866,0.2399797886610031,0.1337301880121231
29,1.0574142760982468,0.23531687317072916,0.1307904771779452,0.000955287302283426,0.04712066054344177,0.0699710100889206,0.1885717511177063,0.23531687259674072,0.08717802911996841
30,0.9958988811389211,0.22974336242729745,0.13704141321628535,0.0009522542485937369,0.06160098314285278,0.0735611692070961,0.22367256879806519,0.2297433614730835,0.1119903028011322
31,0.9126242613397874,0.16176814974489348,0.20918764832607545,0.0009491324795060491,0.03968263044953346,0.1168115958571434,0.18980030715465546,0.16176815330982208,0.0669322982430458
32,0.8763331364373507,0.1892100912467525,0.2733307556277505,0.00094592336433146,0.06517346948385239,0.15829943120479584,0.23203985393047333,0.18921010196208954,0.11094999313354492
33,0.9519755248834619,0.19344675112550916,0.20710892318149351,0.0009426283106939474,0.04650731012225151,0.11551673710346222,0.2378097027540207,0.19344675540924072,0.09549704939126968
34,0.9894566733927309,0.19914888146371182,0.14680717322181516,0.0009392487639129391,0.055312663316726685,0.07921850681304932,0.2053004503250122,0.19914887845516205,0.09992984682321548
35,1.0568614204020084,0.16967751196681183,0.08745910232483123,0.0009357862063693486,0.03251328691840172,0.045729272067546844,0.24698717892169952,0.1696775108575821,0.08896182477474213
36,1.0103015545975795,0.1623756581415012,0.12446573811663325,0.0009322421568553529,0.038094889372587204,0.06636282056570053,0.24153383076190948,0.16237565875053406,0.09964080899953842
37,1.0908617946554864,0.165070322278846,0.10240907467569872,0.0009286181699082009,0.035146355628967285,0.05396794155240059,0.2110859900712967,0.1650703251361847,0.07813577353954315
38,0.9650411040084018,0.15912994343531564,0.11446776859980184,0.0009249158351283414,0.0378674678504467,0.06070846691727638,0.2275492548942566,0.15912994742393494,0.07992339134216309
39,0.9498021741426301,0.18264851464430787,0.10550232137508353,0.0009211367764821722,0.04881962761282921,0.05568880960345268,0.25716349482536316,0.18264852464199066,0.0884496197104454
40,0.8999918058127094,0.15923964522891862,0.15361793219050252,0.0009172826515897146,0.049089591950178146,0.08319942653179169,0.23370592296123505,0.15923964977264404,0.0863223448395729
41,0.9332943741875056,0.12674983196860598,0.14774285154719938,0.0009133551509975264,0.04783104732632637,0.07976368069648743,0.20734387636184692,0.12674982845783234,0.08590888977050781
42,0.8984376701480108,0.20391905643084596,0.22046943042787032,0.0009093559974371725,0.0887487530708313,0.1238919049501419,0.230033740401268,0.20391905307769775,0.15435276925563812
43,0.9266104340976011,0.12560156695919078,0.08878503663510057,0.0009052869450695777,0.034287068992853165,0.04645476117730141,0.22372357547283173,0.12560155987739563,0.09573394060134888
44,0.8885359912053913,0.13823161634729111,0.06707110723255225,0.0009011497787155937,0.02184782177209854,0.0346992090344429,0.21691952645778656,0.13823162019252777,0.06237564608454704
45,0.8986990079812124,0.16850557311424486,0.05856827895670607,0.0008969463130731182,0.022057441994547844,0.03016757033765316,0.18192222714424133,0.16850556433200836,0.05041099339723587
46,0.9467496108924244,0.1921584836435635,0.06661316847538075,0.0008926783919211079,0.03284893557429314,0.03445413336157799,0.1783262938261032,0.19215847551822662,0.06249059736728668
47,0.8605517879586412,0.23230599898017368,0.24646033501532222,0.000888347887310836,0.09136802703142166,0.14055019617080688,0.21630370616912842,0.23230598866939545,0.14854246377944946
48,0.867224893037309,0.18693254135669654,0.19408358966383263,0.0008839566987447491,0.07826099544763565,0.10747097432613373,0.24782562255859375,0.1869325488805771,0.13933850824832916
49,0.8669637323271299,0.17994267185720703,0.17144694246676345,0.0008795067523432826,0.06374382972717285,0.09376098960638046,0.21198010444641113,0.17994266748428345,0.11410870403051376
50,0.8947864167797368,0.21531346560346543,0.19675741918388978,0.000875,0.06632410734891891,0.10911311954259872,0.1899605393409729,0.21531347930431366,0.11174912005662918
51,0.9415136226595998,0.24891868576629061,0.29061614363724336,0.0008704384185254288,0.10910258442163467,0.1700122207403183,0.2564995586872101,0.24891869723796844,0.17538750171661377
52,0.9131695109619881,0.18734615598577362,0.05287752586345937,0.0008658240087799655,0.013851162046194077,0.027156753465533257,0.2008405178785324,0.18734614551067352,0.031885385513305664
53,0.9442638074252623,0.18603591032436237,0.18504793956360452,0.0008611587947962319,0.05882326886057854,0.10195747762918472,0.1931571513414383,0.1860359162092209,0.10324711352586746
54,0.9054363447089567,0.18459684349802863,0.15845689039423055,0.0008564448228912682,0.045687537640333176,0.08604571223258972,0.2032354474067688,0.18459683656692505,0.07793184369802475
55,0.8564555947944064,0.16920784308679457,0.13755371420013363,0.00085168416076895,0.04770861566066742,0.07385647296905518,0.2204328328371048,0.1692078560590744,0.08431477099657059
56,0.8452631847725974,0.1882943372543819,0.1008080890993295,0.0008468788966130258,0.0405530221760273,0.05307946354150772,0.22765962779521942,0.18829435110092163,0.08769489824771881
57,0.8564964294010866,0.16881474016107953,0.11954397652127831,0.0008420311381711696,0.043961118906736374,0.06357180327177048,0.18485118448734283,0.1688147336244583,0.09245654940605164
58,0.8372586578764813,0.155959178567845,0.14742459851155504,0.0008371430118304538,0.04036010429263115,0.07957819104194641,0.20164407789707184,0.15595917403697968,0.08496270328760147
59,0.8448516256561234,0.18252151681316234,0.12316824497131403,0.0008322166616846459,0.04661814495921135,0.0656256154179573,0.21068109571933746,0.1825215071439743,0.1007043868303299
60,1.1229233332418662,0.16556617893175277,0.10623639144259349,0.0008272542485937369,0.03689836710691452,0.05609802156686783,0.3173538148403168,0.16556619107723236,0.07821641117334366
61,1.139197523994085,0.21668181289622923,0.11576922190732933,0.0008222579492361179,0.050908710807561874,0.06144110485911369,0.2381603866815567,0.21668179333209991,0.08969993144273758
62,1.0427235712959975,0.19269319578379665,0.18189709050482708,0.0008172299551538165,0.05490298196673393,0.10004774481058121,0.14984159171581268,0.19269318878650665,0.11320465803146362
63,1.0610784295039255,0.22239526119717226,0.2651195392963296,0.0008121724717912138,0.0964423343539238,0.15281717479228973,0.21497060358524323,0.22239525616168976,0.16260048747062683
64,0.9414260047124633,0.17755490616745676,0.15687462558466395,0.000807087717527664,0.056497979909181595,0.08511337637901306,0.19397902488708496,0.1775549054145813,0.09880068153142929
65,0.8888533273205408,0.19436347212439967,0.1373089041727149,0.0008019779227044399,0.05135573074221611,0.07371533662080765,0.20313559472560883,0.19436347484588623,0.08735838532447815
66,0.8767481110197433,0.19447721204380927,0.08023504642750168,0.0007968453286464313,0.03490202873945236,0.04179420322179794,0.2043399065732956,0.19447721540927887,0.06307690590620041
67,0.8429625667015148,0.2236053636752469,0.061151744775466005,0.0007916921866790256,0.027750445529818535,0.031540241092443466,0.273547500371933,0.22360537946224213,0.05205729603767395
68,0.835122016234319,0.25229065269378764,0.06876677668717311,0.000786520757140603,0.029614008963108063,0.035607703030109406,0.2680746018886566,0.25229063630104065,0.056693051010370255
69,0.8778108667679149,0.23189788003588194,0.14512158418008803,0.0007813333083910761,0.06485486030578613,0.07823778688907623,0.259869784116745,0.23189787566661835,0.11506805568933487
70,0.8401795874039332,0.18676246363525925,0.23265556957212968,0.0007761321158169135,0.06634334474802017,0.13164132833480835,0.19685609638690948,0.1867624670267105,0.13741391897201538
71,0.8955634499836194,0.19678863038048244,0.25740262321144675,0.000770919460833079,0.09902592748403549,0.14771205186843872,0.23802883923053741,0.19678862392902374,0.16441716253757477
72,0.8664490048626072,0.12970244784238194,0.09769756169212691,0.0007656976298823284,0.03634762391448021,0.051357533782720566,0.20092178881168365,0.12970244884490967,0.06770861893892288
73,0.9209048101947099,0.1678470277606288,0.06052099894011659,0.0007604689134322999,0.018354380503296852,0.031204771250486374,0.19531773030757904,0.16784703731536865,0.035529594868421555
74,0.9031804134941552,0.16922138641099616,0.1127371777147992,0.0007552356049708392,0.04441477730870247,0.05973581224679947,0.18303777277469635,0.16922138631343842,0.08382023125886917
75,0.8649057230909947,0.20007965635697544,0.1765861529688256,0.00075,0.07004738599061966,0.09684370458126068,0.2081858068704605,0.20007967948913574,0.12576289474964142
76,0.9031664029503546,0.2088934725030773,0.12053545713232414,0.0007447643950291608,0.04958850517868996,0.06413286924362183,0.22003591060638428,0.20889347791671753,0.09257980436086655
77,0.8337669590263502,0.21205135379186593,0.12416332572982189,0.0007395310865677001,0.06081777811050415,0.06619090586900711,0.21686168015003204,0.21205133199691772,0.11018184572458267
78,0.829851247528766,0.1818163934907029,0.18038070839381581,0.0007343023701176717,0.062168095260858536,0.0991310179233551,0.24043317139148712,0.18181639909744263,0.10336615890264511
79,0.8787279125505587,0.20261775487635736,0.1496682104098984,0.0007290805391669212,0.05081258341670036,0.08088722825050354,0.23303894698619843,0.20261776447296143,0.0907774344086647
80,0.8684538624669925,0.22788250479914898,0.10246919713831479,0.0007238678841830867,0.04440388083457947,0.054001335054636,0.21383674442768097,0.2278824895620346,0.0800243616104126
81,0.8395207438344933,0.24591106983271915,0.06056816087186931,0.000718666691608924,0.021614322438836098,0.03122984804213047,0.3049728274345398,0.24591106176376343,0.04978065937757492
82,0.8884603413566067,0.19597266170767333,0.07068673532867906,0.0007134792428593971,0.030465522781014442,0.0366382896900177,0.2559219300746918,0.19597266614437103,0.05810337886214256
83,0.8871964037277457,0.21878855150268015,0.05838647150987304,0.0007083078133209744,0.020557567477226257,0.030071109533309937,0.20447973906993866,0.21878854930400848,0.03953239694237709
84,0.8466843537827755,0.22689987996532401,0.05505345498951637,0.0007031546713535689,0.01830104924738407,0.028305895626544952,0.21228545904159546,0.2268998771905899,0.03546837344765663
85,0.841976720461045,0.22761009466048795,0.10905566692011705,0.0006980220772955601,0.03871216997504234,0.057672593742609024,0.22895711660385132,0.22761006653308868,0.07209869474172592
86,0.8098330025695458,0.214781854659434,0.056330427294301974,0.0006929122824723361,0.02487678825855255,0.028981482610106468,0.21797657012939453,0.21478183567523956,0.047564417123794556
87,0.8968590302106618,0.2040209119932249,0.09239742459851155,0.0006878275282087863,0.03922112658619881,0.04843641072511673,0.18444888293743134,0.2040209174156189,0.07361756265163422
88,0.8557321166456732,0.22156053821194244,0.09520409955991797,0.0006827700448461836,0.03836939111351967,0.0499812588095665,0.20432935655117035,0.221560537815094,0.07239639014005661
89,0.8105306627479851,0.22795569377102806,0.07430776364599893,0.0006777420507638821,0.02860075794160366,0.03858755901455879,0.18593187630176544,0.22795569896697998,0.05472763255238533
90,0.8112123731884833,0.18546755112693045,0.06254068166632105,0.0006727457514062631,0.030013179406523705,0.032279741019010544,0.1807432323694229,0.18546754121780396,0.05775926634669304
91,0.8284901012413327,0.19573772129893288,0.06281609294716711,0.0006677833383153542,0.029656551778316498,0.03242649883031845,0.20469032227993011,0.19573771953582764,0.05679554119706154
92,0.8385852373801789,0.15302229510567195,0.07322411925992489,0.0006628569881695463,0.03585002198815346,0.03800344467163086,0.19845981895923615,0.15302228927612305,0.06856581568717957
93,0.8103508749188543,0.2514333546176423,0.2418352255708394,0.0006579688618288305,0.08371183276176453,0.13754980266094208,0.1884130984544754,0.2514333426952362,0.13576249778270721
